,ID,Lat,Lng,Bump,Distance(mi),Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Stop,Amenity,Side,Severity,timestamp,Full Date With H,Full Date Without H,Year,Day,Month,Hour,Weather_Condition,Wind_Chill(F),Precipitation(in),Temperature(F),Humidity(%),Wind_Speed(mph),Visibility(mi),Selected,Full Date,Is Holiday
3061,3157,37.750099,-122.39225,False,0.0,False,False,False,False,False,False,False,False,R,3,2018-03-30 05:13:52,1522378800.0,1522360800.0,2018,30,3,5,Clear,,,52.0,97.0,3.5,10.0,No,2018-3-30 5:0:0,False
3062,3158,37.7862,-122.39069,False,0.078,False,False,False,False,False,False,False,False,R,2,2018-01-29 09:10:03,1517209200.0,1517176800.0,2018,29,1,9,Overcast,,,51.1,92.0,3.5,10.0,No,2018-1-29 9:0:0,False
3063,3159,37.76083,-122.39235,False,0.267,False,False,True,False,False,False,False,False,R,2,2017-03-23 17:29:24,1490281200.0,1490220000.0,2017,23,3,17,Mostly Cloudy,,,57.9,56.0,13.8,10.0,No,2017-3-23 17:0:0,False
3064,3160,37.80902,-122.36621,False,0.124,False,False,False,False,False,False,False,False,R,2,2019-08-19 15:21:41,1566219600.0,1566165600.0,2019,19,8,15,Fair,71.0,0.0,71.0,61.0,15.0,10.0,No,2019-8-19 15:0:0,False
3065,3161,37.808253,-122.366974,False,0.0,False,False,True,False,False,False,True,False,R,2,2019-10-12 16:41:00,1570888800.0,1570831200.0,2019,12,10,16,Mostly Cloudy,73.0,0.0,73.0,42.0,9.0,10.0,No,2019-10-12 16:0:0,True
3066,3162,37.74492,-122.40505,False,0.539,False,False,True,False,False,False,False,False,R,2,2016-07-27 14:42:49,1469620800.0,1469570400.0,2016,27,7,14,Partly Cloudy,,,70.0,51.0,19.6,10.0,No,2016-7-27 14:0:0,False
3067,3163,37.768047,-122.40593,False,0.0,False,False,False,False,False,False,False,False,R,2,2017-10-16 14:38:34,1508155200.0,1508104800.0,2017,16,10,14,Partly Cloudy,,,78.1,24.0,3.5,10.0,No,2017-10-16 14:0:0,False
3068,3164,37.746807,-122.404427,False,0.0,False,False,False,False,False,False,False,False,R,2,2016-07-30 22:34:37,1469908800.0,1469829600.0,2016,30,7,22,Partly Cloudy,,,57.0,87.0,12.7,10.0,No,2016-7-30 22:0:0,True
3069,3165,37.729923,-122.403954,False,0.0,False,False,False,False,False,False,False,False,R,2,2020-03-19 09:29:50,1584601200.0,1584568800.0,2020,19,3,9,Partly Cloudy,55.0,0.0,55.0,69.0,5.0,10.0,No,2020-3-19 9:0:0,False
3070,3166,37.709316,-122.467303,False,0.0,False,False,False,False,False,False,False,False,R,2,2019-12-06 19:59:00,1575651600.0,1575583200.0,2019,6,12,19,Light Rain,59.0,0.04,59.0,78.0,14.0,10.0,No,2019-12-6 19:0:0,False
3071,3167,37.73143,-122.422801,False,0.379,False,False,False,False,False,False,False,False,R,2,2017-09-19 18:07:42,1505836800.0,1505772000.0,2017,19,9,18,Partly Cloudy,,,66.9,57.0,25.3,10.0,No,2017-9-19 18:0:0,False
3072,3168,37.719158,-122.448257,False,0.0,False,False,False,False,False,False,False,False,R,2,2019-01-15 23:08:29,1547586000.0,1547503200.0,2019,15,1,23,Overcast,,0.01,55.0,86.0,9.2,10.0,No,2019-1-15 23:0:0,False
3073,3169,37.718827000000005,-122.399432,False,0.088,False,False,False,False,False,False,False,False,R,3,2017-02-10 15:21:03,1486731600.0,1486677600.0,2017,10,2,15,Mostly Cloudy,,,60.1,67.0,11.5,10.0,No,2017-2-10 15:0:0,False
3074,3170,37.727306,-122.402786,False,0.0,False,False,False,False,False,False,False,False,R,2,2018-02-16 12:51:15,1518775200.0,1518732000.0,2018,16,2,12,Clear,,,57.9,60.0,3.5,10.0,No,2018-2-16 12:0:0,False
3075,3171,37.807072,-122.475616,False,0.0,False,False,False,False,False,False,False,False,R,2,2016-09-15 10:32:39,1473926400.0,1473890400.0,2016,15,9,10,Partly Cloudy,,,62.1,72.0,15.0,10.0,No,2016-9-15 10:0:0,False
3076,3172,37.73222,-122.41524,False,0.442,False,False,False,False,False,False,False,False,R,2,2017-11-20 18:38:37,1511193600.0,1511128800.0,2017,20,11,18,Overcast,,,61.0,70.0,3.5,10.0,No,2017-11-20 18:0:0,False
3077,3173,37.743636,-122.405856,False,0.042,False,False,False,False,False,False,False,False,R,2,2017-01-11 10:38:00,1484121600.0,1484085600.0,2017,11,1,10,Mostly Cloudy,,,54.0,72.0,17.3,10.0,No,2017-1-11 10:0:0,False
3078,3174,37.71915,-122.44826,False,0.025,False,False,False,False,False,False,False,False,R,3,2020-05-05 19:32:12,1588698000.0,1588629600.0,2020,5,5,19,Mostly Cloudy,59.0,0.0,59.0,78.0,20.0,10.0,No,2020-5-5 19:0:0,False
3079,3175,37.73732,-122.407913,False,0.0,False,False,False,False,False,False,False,False,R,3,2020-07-01 12:46:16,1593597600.0,1593554400.0,2020,1,7,12,Fair,68.0,0.0,68.0,65.0,7.0,9.0,No,2020-7-1 12:0:0,False
3080,3176,37.807072,-122.475616,False,0.0,False,False,False,False,False,False,False,False,R,2,2017-08-29 16:24:50,1504015200.0,1503957600.0,2017,29,8,16,Scattered Clouds,,,66.0,65.0,21.9,10.0,No,2017-8-29 16:0:0,False
3081,3177,37.74492,-122.40505,False,1.24,False,False,True,False,False,False,False,False,R,2,2016-04-21 16:05:17,1461247200.0,1461189600.0,2016,21,4,16,Scattered Clouds,,,69.1,61.0,21.9,10.0,No,2016-4-21 16:0:0,False
3082,3178,37.77056,-122.40589,False,0.3,False,False,False,False,False,False,False,False,R,2,2017-06-27 14:16:50,1498564800.0,1498514400.0,2017,27,6,14,Partly Cloudy,,,66.9,68.0,17.3,10.0,No,2017-6-27 14:0:0,False
3083,3179,37.782742,-122.395515,False,0.0,False,False,False,False,False,False,False,False,R,3,2017-08-09 04:10:05,1502244000.0,1502229600.0,2017,9,8,4,Overcast,,,57.9,97.0,9.2,10.0,No,2017-8-9 4:0:0,False
3084,3180,37.808498,-122.366852,False,0.0,False,False,False,False,False,False,True,False,R,3,2018-11-29 20:20:20,1543514400.0,1543442400.0,2018,29,11,20,Mostly Cloudy,,,55.9,84.0,8.1,10.0,No,2018-11-29 20:0:0,False
3085,3181,37.712079,-122.45352,False,0.0,False,False,False,False,False,False,False,False,R,2,2019-11-01 10:49:00,1572595200.0,1572559200.0,2019,1,11,10,Fair,59.0,0.0,59.0,48.0,3.0,10.0,No,2019-11-1 10:0:0,False
3086,3182,37.734631,-122.406319,False,0.0,False,False,False,False,False,False,False,False,R,2,2019-08-10 14:27:00,1565438400.0,1565388000.0,2019,10,8,14,Partly Cloudy,75.0,0.0,75.0,57.0,18.0,10.0,No,2019-8-10 14:0:0,True
3087,3183,37.78547,-122.39167,False,0.0,False,False,True,False,False,False,False,False,R,4,2020-05-14 15:04:24,1589461200.0,1589407200.0,2020,14,5,15,Mostly Cloudy,66.0,0.0,66.0,68.0,13.0,10.0,No,2020-5-14 15:0:0,False
3088,3184,37.80721,-122.47535,False,0.0069999999999999,False,False,False,False,False,False,False,True,R,2,2016-06-30 15:28:24,1467291600.0,1467237600.0,2016,30,6,15,Partly Cloudy,,,70.0,51.0,20.7,10.0,No,2016-6-30 15:0:0,False
3089,3185,37.807987,-122.367319,False,0.026,False,False,True,False,False,False,False,False,R,2,2018-09-07 10:17:40,1536307200.0,1536271200.0,2018,7,9,10,Haze,,,61.0,83.0,5.8,5.0,No,2018-9-7 10:0:0,False
3090,3186,37.784866,-122.392578,False,0.0,False,False,False,False,False,False,False,False,R,3,2018-08-16 19:49:45,1534438800.0,1534370400.0,2018,16,8,19,Partly Cloudy,,,64.0,75.0,10.4,9.0,No,2018-8-16 19:0:0,False
3091,3187,37.76798,-122.396159,False,0.099,False,False,False,False,False,False,False,False,R,2,2016-12-29 12:56:55,1483005600.0,1482962400.0,2016,29,12,12,Partly Cloudy,,,55.0,62.0,5.8,10.0,No,2016-12-29 12:0:0,False
3092,3188,37.765971,-122.404861,False,0.546,False,False,False,False,False,False,False,False,R,2,2020-11-16 17:39:00.000000000,1605538800.0,1605477600.0,2020,16,11,17,Fair,62.0,0.0,62.0,58.0,0.0,10.0,No,2020-11-16 17:0:0,False
3093,3189,37.72444,-122.44754,False,0.129,False,False,False,False,False,False,False,False,R,2,2017-08-29 10:33:10,1503993600.0,1503957600.0,2017,29,8,10,Scattered Clouds,,,63.0,75.0,12.7,10.0,No,2017-8-29 10:0:0,False
3094,3190,37.784985,-122.392754,False,0.01,False,False,False,False,False,False,False,False,R,3,2017-01-23 09:20:53,1485154800.0,1485122400.0,2017,23,1,9,Light Rain,,0.01,46.9,90.0,8.1,10.0,No,2017-1-23 9:0:0,False
3095,3191,37.777489,-122.433243,False,0.0,True,False,False,False,False,False,False,True,R,2,2018-03-27 16:20:18,1522159200.0,1522101600.0,2018,27,3,16,Mostly Cloudy,,,66.9,44.0,19.6,10.0,No,2018-3-27 16:0:0,False
3096,3192,37.731361,-122.423836,False,0.0,False,False,True,False,False,False,False,False,R,3,2017-12-15 12:44:38,1513332000.0,1513288800.0,2017,15,12,12,Mostly Cloudy,,,55.9,69.0,4.6,8.0,No,2017-12-15 12:0:0,False
3097,3193,37.725777,-122.446198,False,0.01,False,False,False,False,False,False,False,False,R,3,2017-02-03 21:39:12,1486148400.0,1486072800.0,2017,3,2,21,Light Rain,,0.06,55.9,87.0,4.6,7.0,No,2017-2-3 21:0:0,False
3098,3194,37.808498,-122.366852,False,0.0,False,False,False,False,False,False,True,False,R,3,2018-08-06 02:29:27,1533513600.0,1533506400.0,2018,6,8,2,Partly Cloudy,,,54.0,90.0,3.5,10.0,No,2018-8-6 2:0:0,False
3099,3195,37.735278,-122.424793,False,0.0,True,False,False,False,False,False,False,False,R,2,2019-09-24 22:30:00,1569355200.0,1569276000.0,2019,24,9,22,Fair,71.0,0.0,71.0,53.0,7.0,10.0,No,2019-9-24 22:0:0,False
3100,3196,37.735222,-122.407181,False,0.0,False,False,False,False,False,False,False,False,R,3,2018-02-09 15:18:36,1518181200.0,1518127200.0,2018,9,2,15,Mostly Cloudy,,,70.0,42.0,5.8,10.0,No,2018-2-9 15:0:0,False
3101,3197,37.808495,-122.367325,False,0.0,False,False,False,False,False,False,True,False,R,3,2020-11-26 11:13:45,1606381200.0,1606341600.0,2020,26,11,11,Fair,66.0,0.0,66.0,24.0,15.0,10.0,No,2020-11-26 11:0:0,True
3102,3198,37.70902,-122.46777,False,0.0,False,False,False,False,False,False,False,False,R,2,2016-11-23 16:11:05,1479909600.0,1479852000.0,2016,23,11,16,Partly Cloudy,,,57.0,55.0,16.1,10.0,No,2016-11-23 16:0:0,False
3103,3199,37.80771,-122.36764,False,0.037,False,False,False,False,False,False,False,False,R,2,2016-11-29 21:23:04,1480446000.0,1480370400.0,2016,29,11,21,Clear,,,46.9,71.0,,10.0,No,2016-11-29 21:0:0,False
3104,3200,37.749428,-122.404083,False,0.0,False,False,True,False,False,False,False,False,R,2,2020-12-23 19:29:27,1608742800.0,1608674400.0,2020,23,12,19,Partly Cloudy,53.0,0.0,53.0,59.0,3.0,10.0,No,2020-12-23 19:0:0,False
3105,3201,37.774399,-122.406204,False,0.0,False,False,False,False,False,False,False,False,R,3,2019-02-17 11:32:37,1550394000.0,1550354400.0,2019,17,2,11,Scattered Clouds,,,52.0,54.0,24.2,10.0,No,2019-2-17 11:0:0,True
3106,3202,37.752502,-122.403008,False,0.0,False,False,True,False,False,False,False,False,R,2,2018-07-07 23:43:43,1530997200.0,1530914400.0,2018,7,7,23,Partly Cloudy,,,66.9,63.0,24.2,10.0,No,2018-7-7 23:0:0,True
3107,3203,37.725777,-122.446198,False,0.01,False,False,False,False,False,False,False,False,R,3,2016-12-23 16:51:03,1482501600.0,1482444000.0,2016,23,12,16,Mostly Cloudy,,,52.0,74.0,19.6,10.0,No,2016-12-23 16:0:0,False
3108,3204,37.732288,-122.414909,False,0.0,False,False,True,False,False,False,False,False,R,3,2019-03-09 19:06:24,1552150800.0,1552082400.0,2019,9,3,19,Mostly Cloudy,,,50.0,66.0,9.2,10.0,No,2019-3-9 19:0:0,True
3109,3205,37.752501,-122.402997,False,0.0,False,False,True,False,False,False,False,False,R,2,2020-03-05 19:52:00,1583427600.0,1583359200.0,2020,5,3,19,Mostly Cloudy,56.0,0.0,56.0,75.0,12.0,10.0,No,2020-3-5 19:0:0,False
3110,3206,37.73473,-122.40638,False,0.42,False,False,False,False,False,False,False,False,R,2,2018-04-19 14:51:57,1524139200.0,1524088800.0,2018,19,4,14,Partly Cloudy,,,63.0,58.0,16.1,10.0,No,2018-4-19 14:0:0,False
3111,3207,37.710358,-122.46536299999998,False,0.0,False,False,True,False,False,False,False,False,R,3,2019-02-02 03:55:09,1549069200.0,1549058400.0,2019,2,2,3,Rain,,0.05,52.0,86.0,12.7,5.0,No,2019-2-2 3:0:0,True
3112,3208,37.763299,-122.421717,False,0.0,False,False,False,False,False,False,False,True,R,2,2020-02-16 01:10:00,1581807600.0,1581804000.0,2020,16,2,1,Partly Cloudy / Windy,50.0,0.0,50.0,83.0,23.0,10.0,No,2020-2-16 1:0:0,True
3113,3209,37.808321,-122.36702,False,2.106,False,False,True,False,False,False,True,False,R,2,2020-11-05 13:20:00,1604574000.0,1604527200.0,2020,5,11,13,Fair,75.0,0.0,75.0,57.0,9.0,10.0,No,2020-11-5 13:0:0,False
3114,3210,37.73226,-122.43197,False,0.016,False,False,True,False,False,False,False,False,R,2,2020-05-15 17:12:30,1589554800.0,1589493600.0,2020,15,5,17,Partly Cloudy / Windy,64.0,0.0,64.0,54.0,25.0,10.0,No,2020-5-15 17:0:0,False
3115,3211,37.772948,-122.40655,False,0.0,False,False,False,False,False,False,False,False,R,2,2019-11-02 09:25:00,1572678000.0,1572645600.0,2019,2,11,9,Fair,52.0,0.0,52.0,50.0,0.0,10.0,No,2019-11-2 9:0:0,True
3116,3212,37.749413,-122.403809,False,0.0,False,False,False,False,False,False,False,False,R,2,2017-08-31 08:13:08,1504159200.0,1504130400.0,2017,31,8,8,Partly Cloudy,,,60.1,78.0,,10.0,No,2017-8-31 8:0:0,False
3117,3213,37.793192,-122.469555,False,0.0,False,False,False,False,False,False,False,False,R,2,2018-02-16 15:53:07,1518786000.0,1518732000.0,2018,16,2,15,Partly Cloudy,,,63.0,50.0,10.4,10.0,No,2018-2-16 15:0:0,False
3118,3214,37.774315,-122.406342,False,0.0,False,False,False,False,False,False,False,False,R,3,2019-06-12 23:14:37,1560373200.0,1560290400.0,2019,12,6,23,Partly Cloudy,58.0,0.0,58.0,90.0,13.0,10.0,No,2019-6-12 23:0:0,False
3119,3215,37.774399,-122.406204,False,0.0,False,False,False,False,False,False,False,False,R,3,2019-02-10 03:03:54,1549760400.0,1549749600.0,2019,10,2,3,Light Rain,40.1,0.03,44.1,79.0,6.9,8.0,No,2019-2-10 3:0:0,True
3120,3216,37.73229,-122.41491,False,0.0,False,False,True,False,False,False,False,False,R,2,2020-02-28 15:26:00,1582894800.0,1582840800.0,2020,28,2,15,Mostly Cloudy,65.0,0.0,65.0,54.0,14.0,10.0,No,2020-2-28 15:0:0,False
3121,3217,37.781715000000005,-122.39724,False,0.01,False,False,False,False,False,False,False,False,R,3,2017-02-10 18:55:39,1486742400.0,1486677600.0,2017,10,2,18,Mostly Cloudy,,,57.0,81.0,16.1,10.0,No,2017-2-10 18:0:0,False
3122,3219,37.76966,-122.41729,False,0.441,False,False,False,False,False,False,False,False,R,2,2019-08-01 12:20:44,1564653600.0,1564610400.0,2019,1,8,12,Mostly Cloudy,66.0,0.0,66.0,68.0,18.0,10.0,No,2019-8-1 12:0:0,False
3123,3220,37.792193,-122.422611,False,0.158,True,False,False,False,False,False,False,False,R,2,2017-08-18 16:57:55,1503064800.0,1503007200.0,2017,18,8,16,Clear,,,66.9,76.0,17.3,10.0,No,2017-8-18 16:0:0,False
3124,3221,37.80811,-122.36719,False,0.037,False,False,True,False,False,False,False,False,R,2,2017-02-28 16:47:34,1488290400.0,1488232800.0,2017,28,2,16,Partly Cloudy,,,57.0,57.0,13.8,10.0,No,2017-2-28 16:0:0,False
3125,3222,37.808273,-122.367004,False,0.0,False,False,True,False,False,False,True,False,R,3,2019-02-18 10:45:11,1550476800.0,1550440800.0,2019,18,2,10,Clear,,,52.0,40.0,12.7,10.0,Yes,2019-2-18 10:0:0,True
3126,3223,37.778091,-122.401176,False,0.0,False,False,False,False,False,False,False,False,R,3,2018-07-20 02:28:26,1532044800.0,1532037600.0,2018,20,7,2,Partly Cloudy,,,57.0,93.0,6.9,10.0,No,2018-7-20 2:0:0,False
3127,3224,37.73174,-122.40434,False,0.355,False,False,False,False,False,False,False,False,L,2,2017-05-03 09:03:07,1493794800.0,1493762400.0,2017,3,5,9,Partly Cloudy,,,64.9,73.0,4.6,10.0,No,2017-5-3 9:0:0,False
3128,3225,37.808253,-122.366974,False,0.0,False,False,True,False,False,False,True,False,R,2,2019-12-07 15:15:00,1575723600.0,1575669600.0,2019,7,12,15,Rain / Windy,62.0,0.25,62.0,80.0,28.0,3.0,No,2019-12-7 15:0:0,True
3129,3226,37.75254,-122.40301,False,0.37,False,False,True,False,False,False,False,False,R,2,2018-06-28 14:11:32,1530187200.0,1530136800.0,2018,28,6,14,Clear,,,66.0,60.0,15.0,10.0,No,2018-6-28 14:0:0,False
3130,3227,37.732032,-122.419726,False,0.1969999999999999,False,False,False,False,False,False,False,False,R,2,2018-07-17 07:20:11,1531803600.0,1531778400.0,2018,17,7,7,Overcast,,,55.9,87.0,5.8,9.0,No,2018-7-17 7:0:0,False
3131,3228,37.740299,-122.407845,False,0.0,False,False,False,False,False,False,False,False,R,2,2019-01-23 08:29:43,1548223200.0,1548194400.0,2019,23,1,8,Partly Cloudy,,,48.9,80.0,,10.0,No,2019-1-23 8:0:0,False
3132,3229,37.748791,-122.404007,False,0.01,False,False,False,False,False,False,False,False,R,2,2016-12-12 02:37:56,1481500800.0,1481493600.0,2016,12,12,2,Mostly Cloudy,,,50.0,77.0,,10.0,No,2016-12-12 2:0:0,False
3133,3230,37.73473,-122.40638,False,0.42,False,False,False,False,False,False,False,False,R,3,2018-01-26 14:36:16,1516968000.0,1516917600.0,2018,26,1,14,Mostly Cloudy,,,54.0,66.0,4.6,10.0,No,2018-1-26 14:0:0,False
3134,3231,37.731087,-122.404175,False,0.0,False,False,True,False,False,False,False,False,R,2,2020-07-07 12:22:17,1594116000.0,1594072800.0,2020,7,7,12,Fair,68.0,0.0,68.0,47.0,15.0,10.0,No,2020-7-7 12:0:0,False
3135,3232,37.72297,-122.4477,False,0.178,False,False,False,False,False,False,False,False,R,2,2019-07-29 16:31:10,1564408800.0,1564351200.0,2019,29,7,16,Fair,67.0,0.0,67.0,61.0,18.0,10.0,No,2019-7-29 16:0:0,False
3136,3233,37.731361,-122.423836,False,0.01,False,False,True,False,False,False,False,False,R,3,2017-04-07 19:34:59,1491584400.0,1491516000.0,2017,7,4,19,Rain,,0.02,57.9,78.0,17.3,8.0,No,2017-4-7 19:0:0,False
3137,3234,37.72097,-122.391327,False,0.0,True,False,False,False,False,False,True,True,R,2,2017-09-08 08:29:18,1504850400.0,1504821600.0,2017,8,9,8,Overcast,,,62.1,86.0,8.1,9.0,No,2017-9-8 8:0:0,False
3138,3235,37.740299,-122.407848,False,0.0,False,False,False,False,False,False,False,False,R,2,2019-08-27 10:11:00,1566892800.0,1566856800.0,2019,27,8,10,Fair,68.0,0.0,68.0,68.0,6.0,10.0,No,2019-8-27 10:0:0,False
3139,3236,37.77286,-122.40655,False,0.0,False,False,True,False,False,False,False,False,R,1,2020-04-19 20:50:43,1587319200.0,1587247200.0,2020,19,4,20,Mostly Cloudy,55.0,0.0,55.0,69.0,13.0,10.0,No,2020-4-19 20:0:0,True
3140,3237,37.766209,-122.405609,False,0.0,False,False,False,False,False,False,False,True,L,3,2018-12-31 01:41:40,1546210800.0,1546207200.0,2018,31,12,1,Partly Cloudy,,,48.9,64.0,5.8,10.0,No,2018-12-31 1:0:0,False
3141,3238,37.806951,-122.368449,False,0.221,False,False,False,False,False,False,False,False,R,2,2017-12-11 09:14:38,1512975600.0,1512943200.0,2017,11,12,9,Mostly Cloudy,,,46.0,86.0,,10.0,No,2017-12-11 9:0:0,False
3142,3239,37.767668,-122.395851,False,0.0,False,False,False,False,True,False,False,False,R,2,2019-09-14 13:56:00,1568458800.0,1568412000.0,2019,14,9,13,Fair,75.0,0.0,75.0,51.0,14.0,10.0,No,2019-9-14 13:0:0,True
3143,3240,37.77466,-122.39635,False,0.48,True,False,False,False,True,False,False,False,R,2,2016-11-16 09:45:03,1479279600.0,1479247200.0,2016,16,11,9,Partly Cloudy,,,59.0,48.0,12.7,10.0,No,2016-11-16 9:0:0,False
3144,3241,37.721675,-122.40031,False,1.538,False,False,False,False,False,False,False,False,R,3,2018-07-23 18:53:17,1532361600.0,1532296800.0,2018,23,7,18,Scattered Clouds,,,64.0,67.0,23.0,10.0,No,2018-7-23 18:0:0,False
3145,3242,37.77638,-122.4195,False,0.0,True,False,False,False,False,False,False,True,R,1,2020-06-26 04:33:40,1593136800.0,1593122400.0,2020,26,6,4,Mostly Cloudy,58.0,0.0,58.0,87.0,5.0,10.0,No,2020-6-26 4:0:0,False
3146,3243,37.772163,-122.40663899999998,False,0.0,False,False,False,False,False,False,False,False,R,3,2018-05-28 16:41:17,1527516000.0,1527458400.0,2018,28,5,16,Clear,,,82.9,36.0,17.3,10.0,No,2018-5-28 16:0:0,True
3147,3244,37.772949,-122.406563,False,0.0,False,False,False,False,False,False,False,False,R,3,2018-03-26 02:30:00,1522022400.0,1522015200.0,2018,26,3,2,Clear,,,48.0,71.0,8.1,10.0,No,2018-3-26 2:0:0,False
3148,3245,37.79524,-122.46959,False,0.087,False,False,False,False,False,False,False,False,R,2,2016-11-16 12:18:10,1479290400.0,1479247200.0,2016,16,11,12,Partly Cloudy,,,61.0,48.0,21.9,10.0,No,2016-11-16 12:0:0,False
3149,3246,37.811852,-122.363373,False,0.0,False,False,False,False,False,False,False,False,R,3,2018-02-25 13:57:25,1519556400.0,1519509600.0,2018,25,2,13,Partly Cloudy,,,55.0,47.0,6.9,10.0,No,2018-2-25 13:0:0,True
3150,3247,37.78699,-122.389859,False,0.0,False,False,False,False,False,False,False,False,R,2,2020-01-14 16:10:00,1579010400.0,1578952800.0,2020,14,1,16,Fair,56.0,0.0,56.0,57.0,12.0,10.0,No,2020-1-14 16:0:0,False
3151,3248,37.785542,-122.39138,False,0.0,False,False,True,False,False,False,False,False,R,3,2016-08-18 01:25:36,1471474800.0,1471471200.0,2016,18,8,1,Overcast,,,60.1,90.0,5.8,10.0,No,2016-8-18 1:0:0,False
3152,3249,37.770178,-122.421162,False,0.0,False,False,False,False,False,False,False,False,L,2,2019-11-08 22:11:00,1573243200.0,1573164000.0,2019,8,11,22,Fair,52.0,0.0,52.0,86.0,10.0,3.0,No,2019-11-8 22:0:0,False
3153,3250,37.734898,-122.408661,False,0.0,False,False,False,False,False,False,False,False,R,2,2018-05-12 11:50:29,1526115600.0,1526076000.0,2018,12,5,11,Partly Cloudy,,,75.9,38.0,6.9,10.0,No,2018-5-12 11:0:0,True
3154,3251,37.779984000000006,-122.398705,False,0.01,True,False,False,False,False,False,False,False,R,3,2017-04-30 06:45:46,1493524800.0,1493503200.0,2017,30,4,6,Clear,,,53.1,86.0,3.5,10.0,No,2017-4-30 6:0:0,True
3155,3252,37.789374,-122.391847,False,0.121,True,False,False,False,False,False,False,True,L,2,2020-11-15 23:09:00,1605474000.0,1605391200.0,2020,15,11,23,Fair,53.0,0.0,53.0,74.0,0.0,10.0,No,2020-11-15 23:0:0,True
3156,3253,37.747574,-122.404381,False,0.0,False,False,False,False,False,False,False,False,R,2,2020-11-20 17:36:57,1605884400.0,1605823200.0,2020,20,11,17,Fair,55.0,0.0,55.0,72.0,12.0,10.0,No,2020-11-20 17:0:0,False
3157,3254,37.731983,-122.415413,False,0.01,False,False,False,False,False,False,False,False,R,3,2017-04-11 11:44:35,1491901200.0,1491861600.0,2017,11,4,11,Mostly Cloudy,,,64.9,42.0,16.1,10.0,No,2017-4-11 11:0:0,False
3158,3255,37.802952000000005,-122.455864,False,0.0,False,False,False,False,False,False,False,False,R,2,2018-09-05 08:08:27,1536127200.0,1536098400.0,2018,5,9,8,Overcast,,,57.9,81.0,,10.0,No,2018-9-5 8:0:0,False
3159,3256,37.807333,-122.475389,False,0.0,False,False,False,False,False,False,False,True,R,2,2019-08-30 11:30:00,1567155600.0,1567116000.0,2019,30,8,11,Partly Cloudy,70.0,0.0,70.0,68.0,15.0,10.0,No,2019-8-30 11:0:0,False
3160,3257,37.80773,-122.36762,False,0.0,False,False,False,False,False,False,False,False,R,1,2020-05-17 07:11:57,1589691600.0,1589666400.0,2020,17,5,7,Rain,62.0,0.04,62.0,90.0,12.0,1.0,No,2020-5-17 7:0:0,True
3161,3258,37.778081,-122.401165,False,0.0,False,False,False,False,False,False,False,False,R,2,2020-06-18 17:28:00,1592492400.0,1592431200.0,2020,18,6,17,Mostly Cloudy,80.0,0.0,80.0,25.0,20.0,10.0,No,2020-6-18 17:0:0,False
3162,3259,37.775314,-122.406052,False,0.0,False,False,False,False,False,False,False,False,R,3,2017-06-24 23:49:08,1498338000.0,1498255200.0,2017,24,6,23,Overcast,,,57.9,87.0,17.3,10.0,No,2017-6-24 23:0:0,True
3163,3260,37.775484000000006,-122.437849,False,0.0,False,False,False,False,False,False,False,True,L,2,2020-05-18 15:38:00,1589806800.0,1589752800.0,2020,18,5,15,Mostly Cloudy,62.0,0.0,62.0,53.0,17.0,10.0,No,2020-5-18 15:0:0,False
3164,3261,37.76959,-122.416952,False,0.411,False,False,False,False,False,False,False,False,R,2,2020-12-26 13:26:00,1608980400.0,1608933600.0,2020,26,12,13,Mostly Cloudy,61.0,0.0,61.0,60.0,13.0,10.0,No,2020-12-26 13:0:0,True
3165,3262,37.722721,-122.400421,False,0.0,False,False,False,False,False,False,False,False,R,2,2019-09-18 10:11:13,1568793600.0,1568757600.0,2019,18,9,10,Cloudy,67.0,0.0,67.0,76.0,8.0,8.0,No,2019-9-18 10:0:0,False
3166,3263,37.71199,-122.453613,False,0.0,False,False,False,False,False,False,False,False,R,2,2019-03-29 06:26:12,1553832000.0,1553810400.0,2019,29,3,6,Partly Cloudy,44.8,,46.0,93.0,3.5,7.0,No,2019-3-29 6:0:0,False
3167,3264,37.770871,-122.419725,False,0.01,False,False,False,False,False,False,True,False,R,2,2020-10-28 18:20:00,1603900800.0,1603836000.0,2020,28,10,18,Fair,68.0,0.0,68.0,28.0,8.0,10.0,No,2020-10-28 18:0:0,False
3168,3265,37.743949,-122.405578,False,0.0,False,False,False,False,False,False,False,False,R,2,2019-12-07 15:31:00,1575723600.0,1575669600.0,2019,7,12,15,Rain / Windy,62.0,0.25,62.0,80.0,28.0,3.0,No,2019-12-7 15:0:0,True
3169,3266,37.808498,-122.366852,False,5.88999986649,False,False,False,False,False,False,True,False,R,3,2018-02-25 14:15:28,1519560000.0,1519509600.0,2018,25,2,14,Partly Cloudy,,,55.0,47.0,6.9,10.0,No,2018-2-25 14:0:0,True
3170,3267,37.753136,-122.402802,False,0.0,False,False,False,False,False,False,False,False,R,2,2020-07-16 13:29:48,1594897200.0,1594850400.0,2020,16,7,13,Fair,70.0,0.0,70.0,59.0,16.0,10.0,No,2020-7-16 13:0:0,False
3171,3268,37.769646,-122.417847,False,0.0,True,False,False,False,False,False,False,False,R,2,2016-09-14 13:28:55,1473850800.0,1473804000.0,2016,14,9,13,Clear,,,73.0,51.0,11.5,10.0,No,2016-9-14 13:0:0,False
