Year,timestamp,Day,date,Month,Lat,Hour,Lng,Weather_Condition,Distance(mi),Wind_Chill(F),Crossing,Precipitation(in),Railway,Temperature(F),Stop,Humidity(%),Side,Wind_Speed(mph),Severity,Visibility(mi),Selected,ID
2018,5/17/2018 23:13,22,1/16/2017 0:00,8,37.723717,6,-122.401115,Haze,0,61,TRUE,0,FALSE,61,FALSE,83,R,10.4,2,6,No,3389
2017,2/12/2020 8:27,17,1/20/2020 0:00,5,37.727318,3,-122.402756,Overcast,0,45,FALSE,0.3,FALSE,53.1,FALSE,83,R,17.3,2,10,No,3390
2019,12/18/2020 16:00,1,2/15/2016 0:00,10,37.806988,14,-122.475524,Fair,0.026,67,FALSE,0,FALSE,67,FALSE,37,R,14,2,10,No,3391
2019,2/26/2020 14:44,19,12/25/2014 0:00,2,37.771786,10,-122.423393,Clear,0,67,TRUE,0,TRUE,48.9,FALSE,52,R,4.6,2,10,No,3392
2020,6/13/2017 19:35,7,11/10/2017 0:00,1,37.80811,17,-122.36719,Partly Cloudy,0.037,54,FALSE,0,FALSE,54,FALSE,72,R,8,2,10,No,3393
2019,3/19/2019 17:57,13,12/25/2020 0:00,12,37.804752,17,-122.42045,Cloudy,0.005,58,TRUE,0,TRUE,58,FALSE,84,R,7,4,10,No,3394
2016,11/30/2018 0:31,4,11/24/2016 0:00,4,37.764668,12,-122.404495,Partly Cloudy,0,59,FALSE,0,FALSE,62.1,TRUE,65,R,20.7,2,10,No,3395
2019,10/17/2019 13:43,16,2/17/2020 0:00,3,37.766694,9,-122.395005,Partly Cloudy,0,52,TRUE,0,TRUE,52,FALSE,77,R,21,2,10,No,3396
2017,10/9/2019 20:20,4,11/11/2013 0:00,11,37.756879,5,-122.403423,Heavy Rain,0,54,FALSE,0.12,FALSE,57.9,FALSE,87,R,3.5,2,2,No,3397
2017,6/18/2019 11:38,10,11/11/2020 0:00,2,37.80771,16,-122.36764,Mostly Cloudy,0.037,52,FALSE,0,FALSE,59,FALSE,60,R,12.7,2,10,No,3398
2018,11/22/2019 8:51,12,1/1/2014 0:00,9,37.813084,9,-122.361687,Mostly Cloudy,0,55,FALSE,0,FALSE,62.1,FALSE,67,R,13.8,2,10,No,3399
2019,12/28/2020 4:29,18,1/16/2012 0:00,12,37.785609,17,-122.393513,Mostly Cloudy,0.039,55,TRUE,0,FALSE,55,FALSE,83,L,6,2,9,No,3400
2017,10/5/2019 16:57,23,2/17/2014 0:00,6,37.808253,20,-122.366974,Mostly Cloudy,0,57,FALSE,0.06,FALSE,61,TRUE,90,R,15,2,10,No,3401
2016,6/20/2017 11:52,16,7/4/2016 0:00,8,37.80902,12,-122.36621,Partly Cloudy,0.188,68,FALSE,0,FALSE,66.9,FALSE,63,R,17.3,2,10,No,3402
2017,9/23/2019 14:10,29,10/13/2014 0:00,3,37.743949,17,-122.405578,Mostly Cloudy,0,53,FALSE,0,FALSE,63,FALSE,75,R,15,2,9,No,3403
2019,5/12/2016 20:35,3,10/12/2020 0:00,10,37.808121,18,-122.367249,Fair / Windy,0.01,58,FALSE,0,FALSE,58,FALSE,67,R,21,3,10,No,3404
2019,12/20/2019 21:46,8,10/12/2015 0:00,2,37.759824,18,-122.392246,Overcast,0,55,FALSE,0,FALSE,48,FALSE,86,R,8.1,2,10,No,3405
2020,5/26/2016 23:38,5,5/25/2015 0:00,2,37.733509,10,-122.412109,Partly Cloudy,0.01,52,FALSE,0,FALSE,52,FALSE,49,R,5,2,10,No,3406
2020,10/10/2020 12:50,15,11/26/2015 0:00,4,37.808109,12,-122.367188,Partly Cloudy,1.429999948,68,FALSE,0,FALSE,68,FALSE,50,R,5,3,10,No,3407
2016,1/28/2018 13:06,26,1/1/2014 0:00,5,37.772369,14,-122.398117,Partly Cloudy,0,60,FALSE,0,FALSE,68,FALSE,70,R,18.4,3,10,No,3408
2018,3/13/2017 17:56,10,9/7/2020 0:00,1,37.732292,14,-122.414909,Light Drizzle,0.01,65,FALSE,0,FALSE,53.1,FALSE,100,R,5.8,3,4,No,3409
2017,4/14/2020 20:14,24,10/8/2012 0:00,9,37.81053,5,-122.36464,Clear,0,55,FALSE,0,FALSE,54,FALSE,66,R,3.5,3,10,No,3410
2016,1/10/2019 8:09,20,11/22/2018 0:00,10,37.743961,13,-122.405602,Partly Cloudy,0,58,FALSE,0,FALSE,72,FALSE,53,R,8.1,2,10,No,3411
2019,1/15/2020 18:23,13,11/26/2020 0:00,9,37.752502,13,-122.40303,Fair,0,88,FALSE,0,FALSE,88,FALSE,27,R,8,2,10,No,3412
2019,11/21/2018 8:55,29,10/8/2018 0:00,8,37.80771,14,-122.36764,Fair,0,77,FALSE,0,FALSE,77,FALSE,54,R,16,2,10,No,3413
2020,5/21/2016 8:30,26,12/25/2019 0:00,5,37.785542,16,-122.39138,Fair,0.01,85,FALSE,0,FALSE,85,FALSE,31,R,20,3,10,No,3414
2017,10/17/2020 16:39,18,10/13/2014 0:00,11,37.757636,15,-122.404071,Mostly Cloudy,0.589,64,FALSE,0,FALSE,60.1,FALSE,47,R,11.5,2,10,No,3415
2019,12/14/2018 6:12,4,9/7/2020 0:00,12,37.775206,16,-122.405587,Cloudy,0.314,55,FALSE,0,FALSE,55,FALSE,83,R,3,2,10,No,3416
2016,2/2/2020 19:16,25,5/28/2018 0:00,7,37.732277,12,-122.414904,Partly Cloudy,0,69,FALSE,0,FALSE,68,FALSE,65,R,16.1,2,10,No,3417
2020,1/6/2020 5:26,19,11/26/2015 0:00,2,37.787992,0,-122.393609,Fair,0,52,TRUE,0,FALSE,52,FALSE,83,R,6,2,10,No,3418
2019,3/4/2020 23:58,2,1/1/2020 0:00,7,37.78699,9,-122.389859,Fair,0,63,FALSE,0,FALSE,63,FALSE,70,R,8,2,10,No,3419
2020,9/13/2019 6:03,15,5/29/2017 0:00,5,37.773041,13,-122.421982,Fair,0,69,TRUE,0,TRUE,69,FALSE,57,R,17,2,10,No,3420
2018,11/1/2019 10:50,9,1/1/2016 0:00,8,37.71208,13,-122.45352,Partly Cloudy,0,55,FALSE,0,FALSE,75.2,FALSE,47,R,9.2,2,10,No,3421
2017,3/3/2018 13:58,22,9/3/2012 0:00,12,37.785542,6,-122.39138,Scattered Clouds,0,47,FALSE,0,FALSE,41,FALSE,76,R,8.1,3,10,No,3422
2017,6/30/2016 17:27,3,11/26/2015 0:00,5,37.71011,18,-122.3955,Partly Cloudy,0.374,56,FALSE,0,FALSE,73.9,FALSE,55,R,12.7,2,10,No,3423
2018,1/19/2018 9:26,23,9/7/2020 0:00,8,37.80902,9,-122.36621,Overcast,0.188,60,FALSE,0,FALSE,61,FALSE,72,R,5.8,2,8,No,3424
2016,7/26/2017 20:00,5,5/29/2017 0:00,5,37.78667,13,-122.3902,Mostly Cloudy,0.136,55,TRUE,0,FALSE,66.9,FALSE,59,R,15,2,10,No,3425
2018,11/26/2020 5:33,2,9/3/2018 0:00,10,37.765234,17,-122.404893,Mostly Cloudy,0.295,67,FALSE,0,FALSE,70,FALSE,68,R,10.4,2,10,No,3426
2020,10/3/2019 0:28,7,7/4/2014 0:00,11,37.775564,4,-122.405811,Mostly Cloudy,0,52,FALSE,0,FALSE,52,FALSE,71,R,6,2,10,No,3427
2017,6/27/2019 6:33,11,9/5/2016 0:00,7,37.733162,8,-122.412247,Partly Cloudy,0,87,FALSE,0,FALSE,62.1,FALSE,67,R,10.4,2,9,No,3428
2018,3/8/2017 18:46,29,1/20/2014 0:00,3,37.75254,2,-122.40301,Clear,0.37,58,FALSE,0,FALSE,53.1,FALSE,96,R,3,2,10,No,3429
2016,1/17/2017 19:35,22,11/11/2015 0:00,9,37.785542,23,-122.39138,Partly Cloudy,0.01,42.6,FALSE,0,FALSE,61,FALSE,75,R,4.6,3,10,No,3430
2016,2/8/2020 18:11,25,7/4/2016 0:00,3,37.788535,15,-122.395993,Partly Cloudy,0,72,TRUE,0,FALSE,66,FALSE,54,R,17.3,2,10,No,3431
2018,8/16/2017 0:28,4,1/1/2019 0:00,7,37.71011,2,-122.3955,Mostly Cloudy,0.195,53,FALSE,0.02,FALSE,60.1,FALSE,80,R,11.5,2,10,No,3432
2017,5/27/2019 20:45,14,12/25/2014 0:00,8,37.77412,17,-122.40576,Overcast,0.051,67,FALSE,0,FALSE,62.1,FALSE,72,R,16.1,2,10,No,3433
2019,10/5/2019 0:49,12,10/13/2014 0:00,12,37.742987,16,-122.405189,Mostly Cloudy,0,61,FALSE,0,FALSE,61,FALSE,87,R,3,2,10,No,3434
2017,6/25/2020 20:31,12,2/20/2012 0:00,1,37.775564,17,-122.405811,Mostly Cloudy,0,45,FALSE,0,FALSE,50,FALSE,77,R,10.4,2,10,No,3435
2019,1/9/2018 22:49,12,7/4/2012 0:00,6,37.719101,14,-122.399734,Partly Cloudy,0,84,FALSE,0,FALSE,84,FALSE,43,R,12,2,10,No,3436
2017,6/25/2016 15:56,10,10/12/2020 0:00,2,37.732281,19,-122.432076,Scattered Clouds,0,67,FALSE,0,FALSE,55.9,FALSE,80,R,12.7,3,10,No,3437
2018,9/6/2017 19:27,6,10/14/2013 0:00,6,37.768227,8,-122.405853,Overcast,0,55,FALSE,0,FALSE,57.9,FALSE,70,R,18.4,2,10,No,3438
2018,9/4/2019 14:38,19,9/1/2014 0:00,11,37.772948,12,-122.40655,Haze,0,74,FALSE,0,FALSE,60.8,FALSE,45,R,4.6,2,2,No,3439
2020,10/11/2018 15:35,5,9/2/2013 0:00,4,37.785549,16,-122.396713,Cloudy,0,55,TRUE,0,FALSE,55,FALSE,67,R,8,2,10,No,3440
2018,8/16/2017 11:55,25,7/4/2019 0:00,5,37.808987,14,-122.366852,Mostly Cloudy,0.349999994,45,FALSE,0,FALSE,64,FALSE,60,R,13.8,3,10,No,3441
2017,9/14/2019 1:59,10,11/11/2015 0:00,9,37.770914,23,-122.405721,Scattered Clouds,0,61,FALSE,0,FALSE,75.9,FALSE,48,R,3.5,2,10,No,3442
2017,8/10/2018 13:53,4,5/27/2019 0:00,4,37.78632,15,-122.47264,Mostly Cloudy,0,67,TRUE,0,FALSE,70,FALSE,33,R,6.9,2,10,No,3443
2020,3/12/2019 17:50,24,12/25/2019 0:00,9,37.73185,16,-122.419388,Fair,0,75,FALSE,0,FALSE,75,FALSE,57,R,20,3,10,No,3444
2017,8/11/2017 23:44,20,11/27/2014 0:00,11,37.748791,18,-122.404007,Overcast,0,40.8,FALSE,0.01,FALSE,61,FALSE,70,R,3.5,2,10,No,3445
2019,8/11/2017 9:12,31,1/18/2016 0:00,12,37.737186,14,-122.402534,Partly Cloudy,0,56,FALSE,0,FALSE,56,FALSE,77,R,5,3,10,No,3446
2020,4/17/2017 14:54,26,1/20/2020 0:00,5,37.807962,10,-122.367345,Fair,0,72,FALSE,0,FALSE,72,FALSE,61,R,6,2,10,No,3447
2017,5/5/2020 18:39,1,1/21/2013 0:00,3,37.770187,16,-122.41877,Clear,0,70,FALSE,0,FALSE,59,FALSE,48,R,17.3,2,10,No,3448
2020,1/30/2020 21:20,31,11/12/2018 0:00,1,37.778081,11,-122.401165,Fog,0,56,FALSE,0,FALSE,56,FALSE,87,R,7,2,2,No,3449
2017,1/9/2020 7:52,20,12/25/2016 0:00,2,37.792015,9,-122.409447,Light Rain,0,59,TRUE,0.02,TRUE,57.9,FALSE,84,L,10.4,2,4,No,3450
2018,6/11/2019 9:03,5,9/2/2019 0:00,8,37.740066,3,-122.407899,Partly Cloudy,0.313,65,FALSE,0,FALSE,55.9,FALSE,84,R,13.8,2,10,No,3451
2016,12/17/2019 14:54,22,5/29/2017 0:00,11,37.778446,19,-122.400665,Mostly Cloudy,0,62,FALSE,0,FALSE,55.9,FALSE,75,R,9.2,3,10,No,3452
2017,1/7/2020 17:23,23,11/11/2019 0:00,2,37.743949,21,-122.405578,Partly Cloudy,0,65,FALSE,0,FALSE,46.9,FALSE,71,R,3.5,2,10,No,3453
2019,1/25/2019 9:27,7,2/18/2013 0:00,1,37.7251,18,-122.40167,Overcast,0.481,74,FALSE,0,FALSE,54,FALSE,83,R,6.9,2,10,No,3454
2018,5/18/2020 14:32,19,1/1/2015 0:00,7,37.813098,16,-122.36171,Partly Cloudy,0,55,FALSE,0,FALSE,66.9,FALSE,70,R,18.4,2,10,No,3455
2018,12/1/2020 22:51,24,10/12/2020 0:00,10,37.731739,11,-122.404314,Partly Cloudy,0.338,54,FALSE,0,FALSE,61,FALSE,75,L,5.8,2,10,No,3456
2019,10/22/2018 10:06,27,11/12/2018 0:00,8,37.77848,18,-122.40061,Fair,0.362,64,FALSE,0,FALSE,64,FALSE,75,R,20,2,10,No,3457
2018,9/17/2019 9:41,7,9/7/2015 0:00,5,37.807333,4,-122.475389,Partly Cloudy,0,66,FALSE,0,FALSE,54,FALSE,75,R,4.6,2,10,No,3458
2018,10/7/2019 15:11,1,9/7/2015 0:00,5,37.784858,14,-122.392571,Mostly Cloudy,0,60,FALSE,0,FALSE,64.9,FALSE,50,R,19.6,2,10,No,3459
2018,3/1/2018 12:56,21,10/12/2020 0:00,7,37.73235,18,-122.4141,Partly Cloudy,0.535,46,FALSE,0,FALSE,66,FALSE,81,R,18.4,2,10,No,3460
2017,12/28/2017 18:58,14,11/22/2018 0:00,6,37.77885,10,-122.430112,Clear,0,66,TRUE,0,FALSE,68,FALSE,49,L,11.5,2,10,No,3461
2017,12/6/2017 8:09,27,7/3/2015 0:00,10,37.71456,17,-122.39779,Partly Cloudy,0.702,61,FALSE,0,FALSE,66.9,FALSE,54,R,16.1,2,10,No,3462
2020,11/2/2020 4:47,19,7/3/2020 0:00,9,37.7803,3,-122.433769,Mostly Cloudy,0,64,TRUE,0,FALSE,64,FALSE,80,R,12,2,10,No,3463
2020,3/14/2019 22:41,15,7/4/2019 0:00,5,37.774399,17,-122.406204,Partly Cloudy / Windy,0,64,FALSE,0,FALSE,64,FALSE,54,R,25,2,10,No,3464
2019,2/28/2018 23:30,20,1/1/2018 0:00,12,37.731361,16,-122.423836,Haze,0,56,FALSE,0,FALSE,56,FALSE,77,R,6,3,6,No,3465
2020,9/13/2018 11:12,11,11/22/2018 0:00,3,37.782589,7,-122.395761,Mostly Cloudy,0.283,58,FALSE,0,FALSE,58,FALSE,72,R,6,2,10,No,3466
2018,12/18/2020 22:42,27,9/3/2012 0:00,12,37.812978,10,-122.361849,Partly Cloudy,2.375,56,FALSE,0,FALSE,57,FALSE,47,R,11.5,2,10,No,3467
2016,10/24/2019 6:32,3,12/25/2015 0:00,8,37.807153,10,-122.475694,Partly Cloudy,0,61,FALSE,0,FALSE,63,FALSE,70,R,9.2,2,10,No,3468
2018,4/29/2019 15:41,14,11/11/2013 0:00,9,37.808491,15,-122.367348,Scattered Clouds,0,64,FALSE,0,FALSE,70,TRUE,53,R,15,3,10,No,3469
2020,5/3/2020 17:03,1,1/20/2020 0:00,7,37.78667,12,-122.3902,Fair,0,68,TRUE,0,FALSE,68,FALSE,65,R,7,2,9,No,3470
2016,5/3/2019 16:30,28,11/11/2014 0:00,4,37.808491,14,-122.367348,Partly Cloudy,0,62,FALSE,0,FALSE,66.9,TRUE,54,R,16.1,3,10,No,3471
2019,2/1/2020 14:00,28,11/11/2015 0:00,10,37.813697,15,-122.361552,Fair,0,71,FALSE,0,FALSE,71,FALSE,16,R,9,2,10,No,3472
2020,3/17/2020 2:03,25,7/4/2012 0:00,1,37.784962,15,-122.392723,Mostly Cloudy,1.450000048,61,FALSE,0,FALSE,61,FALSE,75,R,7,3,10,No,3473
2019,6/24/2018 11:50,10,10/13/2014 0:00,10,37.712086,6,-122.453529,Fair,0,61,FALSE,0,FALSE,61,FALSE,30,R,3,3,10,No,3474
2020,3/14/2020 9:10,9,11/27/2014 0:00,4,37.71916,18,-122.44826,Mostly Cloudy,0,61,FALSE,0,FALSE,61,FALSE,64,R,9,2,10,No,3475
2017,4/22/2016 16:19,9,11/22/2018 0:00,2,37.61502,19,-122.39399,Overcast,0.239,53,FALSE,0.04,FALSE,57.9,FALSE,90,R,4.6,2,9,No,3476
2016,3/28/2016 7:10,8,9/1/2014 0:00,7,37.73706,17,-122.40286,Scattered Clouds,0.492,71,FALSE,0,FALSE,66.9,FALSE,66,R,15,3,10,No,3477
2019,4/13/2017 7:21,19,5/25/2020 0:00,3,37.808498,7,-122.366852,Mostly Cloudy,0.01,70,FALSE,0.13,FALSE,53.1,TRUE,83,R,3.5,3,8,No,3478
2016,12/22/2019 9:38,29,11/26/2020 0:00,6,37.784877,17,-122.39266,Mostly Cloudy,0,41,FALSE,0,FALSE,61,FALSE,67,R,16.1,2,10,No,3479
2018,1/29/2020 0:16,2,1/2/2017 0:00,3,37.80669,8,-122.474869,Mostly Cloudy,0,58,FALSE,0,FALSE,48,FALSE,89,R,6.9,2,10,No,3480
2018,4/4/2020 19:44,6,11/28/2019 0:00,6,37.76542,9,-122.40486,Overcast,0,73,FALSE,0,FALSE,59,FALSE,67,R,19.6,3,10,No,3481
2016,1/19/2019 16:58,8,12/25/2013 0:00,12,37.77544,12,-122.40593,Overcast,0.550000012,70,FALSE,0,FALSE,57.9,FALSE,90,L,13.8,2,8,No,3482
2019,11/23/2018 5:21,1,11/11/2013 0:00,3,37.80811,18,-122.36719,Overcast,0.037,66,FALSE,0,FALSE,55.9,FALSE,67,R,8.1,2,10,No,3483
2018,11/7/2020 21:56,24,5/27/2019 0:00,9,37.78907,18,-122.392272,Partly Cloudy,0.072,82,TRUE,0,FALSE,57.9,FALSE,78,R,17.3,2,10,No,3484
2019,2/24/2020 15:36,20,5/26/2014 0:00,9,37.74392,14,-122.40563,Fair,0,82,FALSE,0,FALSE,82,FALSE,30,R,12,2,10,No,3485
2017,7/7/2020 7:13,3,5/25/2015 0:00,2,37.71199,22,-122.453613,Light Rain,0,54,FALSE,0.06,FALSE,55.9,FALSE,87,R,4.6,2,7,No,3486
2018,3/10/2017 14:07,5,10/9/2017 0:00,11,37.764495,17,-122.404865,Partly Cloudy,0,62,FALSE,0,FALSE,59,FALSE,62,R,18.4,2,10,No,3487
2020,5/30/2017 17:25,17,11/11/2014 0:00,1,37.752755,15,-122.40279,Mostly Cloudy,0.639,53,FALSE,0,FALSE,53,FALSE,66,R,7,3,10,No,3488
2019,10/5/2016 12:20,21,10/9/2017 0:00,10,37.714169,11,-122.451347,Fair,0,67,FALSE,0,FALSE,67,FALSE,63,R,3,3,10,No,3489
2020,10/25/2019 14:17,12,7/4/2012 0:00,12,37.782732,8,-122.395501,Mostly Cloudy,0,58,FALSE,0,FALSE,58,FALSE,90,R,3,2,10,No,3490
2018,3/6/2017 15:32,1,1/21/2019 0:00,2,37.74947,19,-122.40308,Scattered Clouds,0.135,68,FALSE,0,FALSE,55.9,FALSE,72,R,5.8,3,10,No,3491
2017,9/22/2018 21:07,27,1/1/2014 0:00,2,37.808964,20,-122.366913,Partly Cloudy,0.689999998,69,FALSE,0.01,FALSE,48.9,FALSE,66,R,17.3,3,10,No,3492
2016,10/3/2019 17:35,20,11/12/2018 0:00,7,37.778081,19,-122.401165,Partly Cloudy,0,67,FALSE,0,FALSE,61,FALSE,70,R,21.9,2,10,No,3493
2017,8/10/2018 2:56,29,1/2/2017 0:00,3,37.769672,22,-122.41613,Partly Cloudy,0,68,FALSE,0,FALSE,57.9,FALSE,90,R,13.8,2,10,No,3494
2018,1/13/2020 1:07,3,1/21/2013 0:00,11,37.769291,20,-122.410764,Scattered Clouds,0,70,FALSE,0,FALSE,59,FALSE,69,R,8.1,2,10,No,3495
2020,6/21/2016 10:51,13,1/2/2012 0:00,11,37.719162,19,-122.448273,Cloudy,0,60,FALSE,0.01,FALSE,60,FALSE,78,R,12,3,10,No,3496
2020,3/9/2020 14:21,15,11/23/2017 0:00,11,37.807153,10,-122.475694,Fair,0,56,FALSE,0,FALSE,56,FALSE,75,R,5,2,10,No,3497
2017,4/18/2018 8:38,24,9/2/2019 0:00,9,37.710827,15,-122.456375,Mostly Cloudy,0,65,FALSE,0,FALSE,75.9,FALSE,43,R,15,3,10,No,3498
2018,3/15/2019 18:49,27,5/27/2019 0:00,7,37.78443,15,-122.39342,Partly Cloudy,0.193,66,FALSE,0.07,FALSE,64,FALSE,73,R,18.4,2,10,No,3499
2019,1/14/2020 9:10,19,1/1/2013 0:00,2,37.731355,16,-122.423836,Scattered Clouds,0,54,FALSE,0,FALSE,53.1,FALSE,57,R,12.7,2,10,No,3500
2019,11/7/2020 4:21,10,2/19/2018 0:00,1,37.764765,18,-122.40487,Scattered Clouds,0.472,61,FALSE,0,FALSE,54,FALSE,86,R,6.9,2,9,No,3501
2016,2/19/2020 10:44,9,10/9/2017 0:00,5,37.788663,19,-122.405364,Scattered Clouds,0,56,FALSE,0,FALSE,55,FALSE,93,L,18.4,2,10,No,3502
2019,12/8/2019 14:08,29,2/17/2014 0:00,4,37.711428,11,-122.456063,Fair,0,64,FALSE,0,FALSE,64,FALSE,54,L,5,2,10,No,3503
2017,1/17/2017 9:18,31,12/25/2018 0:00,1,37.80738,3,-122.36799,Partly Cloudy,0.165,67,FALSE,0,FALSE,44.1,FALSE,93,R,6,2,8,No,3504
2020,11/9/2020 5:45,21,5/26/2014 0:00,7,37.7841,6,-122.392464,Mostly Cloudy,1.450000048,61,TRUE,0,FALSE,61,FALSE,75,L,3,3,10,No,3505
2020,9/28/2017 17:54,28,5/26/2014 0:00,3,37.719143,15,-122.448471,Cloudy,0,55,FALSE,0,FALSE,55,FALSE,74,R,5,3,10,No,3506
2019,7/11/2018 23:08,9,5/27/2019 0:00,8,37.769375,1,-122.405533,Partly Cloudy,0,61,FALSE,0,FALSE,61,FALSE,78,R,0,2,10,No,3507
2020,8/9/2019 5:59,14,11/27/2014 0:00,10,37.760949,20,-122.40644,Fair,0.618,72,FALSE,0,FALSE,72,FALSE,68,R,0,2,10,No,3508
2018,6/5/2016 15:44,24,2/18/2013 0:00,12,37.772163,2,-122.406639,Overcast,0.01,62,FALSE,0,FALSE,52,FALSE,83,R,4.6,3,10,No,3509
2018,9/11/2020 17:27,27,2/15/2016 0:00,5,37.746513,10,-122.404701,Scattered Clouds,0,58,FALSE,0,FALSE,64,FALSE,67,R,5.8,2,10,No,3510
2019,5/22/2020 7:31,13,1/20/2020 0:00,6,37.781731,17,-122.397255,Partly Cloudy,0,66,FALSE,0,FALSE,66,FALSE,65,R,15,3,10,No,3511
2018,11/8/2018 7:48,13,1/1/2013 0:00,5,37.77074,11,-122.40562,Partly Cloudy,0.154,58,FALSE,0,FALSE,64,FALSE,60,R,11.5,2,10,No,3512
2017,7/25/2018 11:36,16,5/30/2016 0:00,10,37.768543,14,-122.406265,Partly Cloudy,0,55,FALSE,0,FALSE,78.1,FALSE,24,R,3.5,2,10,No,3513
2020,1/26/2020 19:09,16,11/27/2014 0:00,6,37.808253,8,-122.366974,Fair,0,64,FALSE,0,FALSE,64,TRUE,56,R,8,2,10,No,3514
2019,9/12/2018 5:14,29,11/11/2019 0:00,12,37.752502,21,-122.403008,Heavy Rain,0,52,FALSE,0.1,FALSE,52,FALSE,89,R,14,2,5,No,3515
2019,6/26/2018 7:12,16,11/12/2012 0:00,12,37.808498,14,-122.366852,Partly Cloudy,0,55,FALSE,0,FALSE,55,TRUE,51,R,0,3,10,No,3516
2018,10/28/2020 7:39,10,1/20/2014 0:00,1,37.785568,13,-122.391518,Light Drizzle,0,53,FALSE,0,FALSE,52,FALSE,100,R,6.9,3,2,No,3517
2018,10/10/2016 13:51,16,9/7/2015 0:00,2,37.72362,9,-122.40134,Clear,0.136,53,FALSE,0.04,FALSE,53.1,FALSE,66,R,3.5,2,10,No,3518
2019,6/3/2016 0:41,10,5/27/2013 0:00,12,37.785542,18,-122.39138,Light Rain,0.01,55,FALSE,0.02,FALSE,55,FALSE,80,R,9,3,7,No,3519
2019,12/2/2017 14:37,1,12/25/2020 0:00,2,37.749859,15,-122.403458,Light Rain,0,53,FALSE,0,FALSE,57,FALSE,74,R,9.2,2,10,No,3520
2020,2/19/2020 1:55,15,12/25/2015 0:00,11,37.731617,8,-122.434578,Fair,0,54,FALSE,0,FALSE,54,FALSE,77,R,0,2,10,No,3521
2020,12/3/2019 6:44,6,5/30/2016 0:00,1,37.813675,14,-122.361519,Fair,0,56,FALSE,0,FALSE,56,FALSE,57,R,6,3,10,No,3522
2016,3/5/2020 23:27,12,11/22/2018 0:00,10,37.798169,4,-122.377789,Overcast,0,40,FALSE,0,FALSE,55,FALSE,89,R,6.9,2,9,No,3523
2019,3/20/2019 8:13,4,5/28/2018 0:00,5,37.737453,13,-122.402199,Fair,0,63,FALSE,0,FALSE,63,FALSE,58,R,13,3,10,No,3524
2017,2/15/2017 5:45,23,1/20/2014 0:00,7,37.80771,15,-122.36764,Partly Cloudy,0.037,61,FALSE,0,FALSE,68,FALSE,59,R,23,2,10,No,3525
2016,4/27/2018 9:07,6,10/14/2019 0:00,6,37.73172,0,-122.404655,Partly Cloudy,0,54,FALSE,0,FALSE,54,FALSE,90,R,15,3,10,No,3526
2017,8/29/2019 17:17,31,1/1/2018 0:00,1,37.772948,15,-122.40655,Mostly Cloudy,0,66,FALSE,0,FALSE,57,FALSE,74,R,7,2,7,No,3527
2020,9/4/2019 22:04,3,1/16/2017 0:00,9,37.732277,16,-122.414904,Fair / Windy,0,64,FALSE,0,FALSE,64,FALSE,70,R,24,2,10,No,3528
2020,3/14/2020 6:54,12,12/25/2014 0:00,12,37.752502,9,-122.40303,Mostly Cloudy,0,58,FALSE,0,FALSE,58,FALSE,87,R,12,2,9,No,3529
2018,10/10/2016 12:44,24,2/17/2014 0:00,5,37.778232,7,-122.400997,Overcast,0.389,63,FALSE,0,FALSE,55.9,FALSE,72,R,8.1,2,10,No,3530
2018,12/12/2018 16:33,28,1/20/2014 0:00,2,37.80754,8,-122.36782,Mostly Cloudy,0,39.3,FALSE,0,FALSE,46,FALSE,73,R,16.1,3,10,No,3531
2019,6/13/2019 14:27,27,11/11/2013 0:00,1,37.759103,6,-122.39223,Scattered Clouds,0.259,42.6,FALSE,0,FALSE,45,FALSE,86,R,4.6,2,10,No,3532
2019,1/17/2020 8:02,22,10/10/2016 0:00,7,37.77185,18,-122.42331,Fair,0,67,TRUE,0,TRUE,67,FALSE,66,R,12,2,10,No,3533
2020,4/16/2018 5:19,18,12/25/2014 0:00,12,37.732685,16,-122.405174,Fair,0,59,FALSE,0,FALSE,59,FALSE,46,R,8,2,10,No,3534
2018,2/2/2020 22:25,7,12/25/2019 0:00,11,37.80827,15,-122.36701,Clear,0,47,FALSE,0,FALSE,70,TRUE,38,R,15,2,10,No,3535
2020,2/10/2017 1:59,1,1/1/2013 0:00,2,37.719101,21,-122.399734,Mostly Cloudy,0.01,53,FALSE,0,FALSE,53,FALSE,89,R,16,2,8,No,3536
2020,4/3/2017 7:39,31,5/27/2019 0:00,12,37.76967,4,-122.41598,Fair,0.013,51,FALSE,0,FALSE,51,FALSE,74,R,9,2,9,No,3537
2019,1/16/2020 7:47,4,2/17/2020 0:00,2,37.70933,5,-122.46731,Mostly Cloudy,0,61,FALSE,0.04,FALSE,50,FALSE,77,R,18.4,2,10,No,3538
2020,6/3/2020 23:12,25,5/29/2017 0:00,2,37.7195,20,-122.44843,Fair,0.066,64,FALSE,0,FALSE,64,FALSE,40,R,0,2,10,No,3539
2018,10/9/2018 7:38,3,11/22/2018 0:00,11,37.767906,23,-122.405777,Partly Cloudy,0,68,FALSE,0,FALSE,55,FALSE,86,R,17,2,10,No,3540
2018,3/22/2020 18:11,8,2/18/2013 0:00,1,37.81052,12,-122.36465,Light Rain,0,72,FALSE,0.08,FALSE,53.1,FALSE,93,R,4.6,1,3,No,3541
